sim_idx,loc_x,loc_y,cell_rxpwr_dbm_1,cell_txpwr_dbm_1,cell_az_deg_1,cell_el_deg_1,cell_mech_deg_1,rsrp_dbm,cell_id,sinr_db,cell_el_deg,cell_rxpwr_dbm
4,-121.76861111111111,47.47666666666667,-107.26587677001953,23,285,13,0,-107.26587677001953,1,15.372650146484368,13,-107.26587677001953
4,-121.76861111111111,47.47694444444444,-107.17993927001953,23,285,13,0,-107.17993927001953,1,15.458587646484379,13,-107.17993927001953
4,-121.76861111111111,47.47722222222222,-106.93060302734375,23,285,13,0,-106.93060302734375,1,15.707916259765629,13,-106.93060302734375
4,-121.76861111111111,47.4775,-106.71707153320312,23,285,13,0,-106.71707153320312,1,15.921447753906257,13,-106.71707153320312
4,-121.76861111111111,47.477777777777774,-106.73213195800781,23,285,13,0,-106.73213195800781,1,15.906387329101577,13,-106.73213195800781
4,-121.76861111111111,47.47805555555555,-107.16725158691406,23,285,13,0,-107.16725158691406,1,15.471267700195312,13,-107.16725158691406
4,-121.76861111111111,47.47833333333333,-107.63422393798828,23,285,13,0,-107.63422393798828,1,15.004302978515618,13,-107.63422393798828
4,-121.76861111111111,47.47861111111111,-107.93218994140625,23,285,13,0,-107.93218994140625,1,14.706329345703129,13,-107.93218994140625
4,-121.76861111111111,47.47888888888889,-108.2548828125,23,285,13,0,-108.2548828125,1,14.38363647460939,13,-108.2548828125
4,-121.76861111111111,47.479166666666664,-108.59980773925781,23,285,13,0,-108.59980773925781,1,14.038711547851577,13,-108.59980773925781
4,-121.76861111111111,47.47944444444444,-108.385498046875,23,285,13,0,-108.385498046875,1,14.25302124023439,13,-108.385498046875
4,-121.76861111111111,47.47972222222222,-108.39332580566406,23,285,13,0,-108.39332580566406,1,14.24519348144532,13,-108.39332580566406
4,-121.76833333333333,47.47361111111111,-111.21134948730469,23,285,13,0,-111.21134948730469,1,11.427169799804702,13,-111.21134948730469
4,-121.76833333333333,47.47388888888889,-111.025146484375,23,285,13,0,-111.025146484375,1,11.613372802734379,13,-111.025146484375
4,-121.76833333333333,47.47416666666666,-111.27125549316406,23,285,13,0,-111.27125549316406,1,11.367263793945312,13,-111.27125549316406
4,-121.76833333333333,47.474444444444444,-111.35376739501953,23,285,13,0,-111.35376739501953,1,11.284759521484364,13,-111.35376739501953
4,-121.76833333333333,47.47472222222222,-111.04328918457031,23,285,13,0,-111.04328918457031,1,11.595230102539062,13,-111.04328918457031
4,-121.76833333333333,47.474999999999994,-110.75530242919922,23,285,13,0,-110.75530242919922,1,11.883224487304691,13,-110.75530242919922
4,-121.76833333333333,47.47527777777778,-110.2745132446289,23,285,13,0,-110.2745132446289,1,12.36401367187499,13,-110.2745132446289
4,-121.76833333333333,47.47555555555555,-109.38782501220703,23,285,13,0,-109.38782501220703,1,13.250701904296864,13,-109.38782501220703
4,-121.76833333333333,47.47583333333333,-108.5350341796875,23,285,13,0,-108.5350341796875,1,14.10348510742189,13,-108.5350341796875
4,-121.76833333333333,47.47611111111111,-107.72096252441406,23,285,13,0,-107.72096252441406,1,14.917556762695323,13,-107.72096252441406
4,-121.76833333333333,47.476388888888884,-107.15282440185547,23,285,13,0,-107.15282440185547,1,15.485702514648434,13,-107.15282440185547
4,-121.76833333333333,47.47666666666667,-106.82567596435547,23,285,13,0,-106.82567596435547,1,15.812850952148434,13,-106.82567596435547
4,-121.76833333333333,47.47694444444444,-106.94019317626953,23,285,13,0,-106.94019317626953,1,15.698333740234371,13,-106.94019317626953
4,-121.76833333333333,47.47722222222222,-106.68424224853516,23,285,13,0,-106.68424224853516,1,15.95428466796875,13,-106.68424224853516
4,-121.76833333333333,47.4775,-106.46625518798828,23,285,13,0,-106.46625518798828,1,16.17227172851562,13,-106.46625518798828
4,-121.76833333333333,47.477777777777774,-106.48464965820312,23,285,13,0,-106.48464965820312,1,16.15386962890625,13,-106.48464965820312
4,-121.76833333333333,47.47805555555555,-106.73590087890625,23,285,13,0,-106.73590087890625,1,15.902618408203129,13,-106.73590087890625
4,-121.76833333333333,47.47833333333333,-107.21925354003906,23,285,13,0,-107.21925354003906,1,15.419265747070323,13,-107.21925354003906
4,-121.76833333333333,47.47861111111111,-107.53089904785156,23,285,13,0,-107.53089904785156,1,15.10762023925782,13,-107.53089904785156
4,-121.76833333333333,47.47888888888889,-107.86858367919922,23,285,13,0,-107.86858367919922,1,14.769943237304677,13,-107.86858367919922
4,-121.76833333333333,47.479166666666664,-108.22954559326172,23,285,13,0,-108.22954559326172,1,14.40898132324218,13,-108.22954559326172
4,-121.76833333333333,47.47944444444444,-108.21573638916016,23,285,13,0,-108.21573638916016,1,14.422790527343743,13,-108.21573638916016
4,-121.76833333333333,47.47972222222222,-108.03827667236328,23,285,13,0,-108.03827667236328,1,14.600250244140618,13,-108.03827667236328
4,-121.76833333333333,47.48,-108.08268737792969,23,285,13,0,-108.08268737792969,1,14.555831909179702,13,-108.08268737792969
4,-121.76833333333333,47.48027777777777,-108.33539581298828,23,285,13,0,-108.33539581298828,1,14.303131103515625,13,-108.33539581298828
4,-121.76805555555556,47.47333333333333,-111.55731964111328,23,285,13,0,-111.55731964111328,1,11.081207275390614,13,-111.55731964111328
4,-121.76805555555556,47.47361111111111,-111.1410903930664,23,285,13,0,-111.1410903930664,1,11.497436523437496,13,-111.1410903930664
4,-121.76805555555556,47.47388888888889,-110.74040985107422,23,285,13,0,-110.74040985107422,1,11.898117065429688,13,-110.74040985107422
4,-121.76805555555556,47.47416666666666,-110.77156829833984,23,285,13,0,-110.77156829833984,1,11.866958618164052,13,-110.77156829833984
4,-121.76805555555556,47.474444444444444,-111.05510711669922,23,285,13,0,-111.05510711669922,1,11.583419799804684,13,-111.05510711669922
4,-121.76805555555556,47.47472222222222,-110.94743347167969,23,285,13,0,-110.94743347167969,1,11.691085815429698,13,-110.94743347167969
4,-121.76805555555556,47.474999999999994,-110.4245834350586,23,285,13,0,-110.4245834350586,1,12.213943481445302,13,-110.4245834350586
4,-121.76805555555556,47.47527777777778,-110.1467514038086,23,285,13,0,-110.1467514038086,1,12.491775512695309,13,-110.1467514038086
4,-121.76805555555556,47.47555555555555,-109.44929504394531,23,285,13,0,-109.44929504394531,1,13.189224243164066,13,-109.44929504394531
4,-121.76805555555556,47.47583333333333,-108.34486389160156,23,285,13,0,-108.34486389160156,1,14.293655395507816,13,-108.34486389160156
4,-121.76805555555556,47.47611111111111,-107.29032897949219,23,285,13,0,-107.29032897949219,1,15.348190307617191,13,-107.29032897949219
4,-121.76805555555556,47.476388888888884,-106.70502471923828,23,285,13,0,-106.70502471923828,1,15.933502197265614,13,-106.70502471923828
4,-121.76805555555556,47.47666666666667,-106.36790466308594,23,285,13,0,-106.36790466308594,1,16.27061462402345,13,-106.36790466308594
4,-121.76805555555556,47.47694444444444,-106.48416137695312,23,285,13,0,-106.48416137695312,1,16.15435791015626,13,-106.48416137695312
4,-121.76805555555556,47.47722222222222,-106.43074035644531,23,285,13,0,-106.43074035644531,1,16.20777893066407,13,-106.43074035644531
4,-121.76805555555556,47.4775,-106.20813751220703,23,285,13,0,-106.20813751220703,1,16.430389404296868,13,-106.20813751220703
4,-121.76805555555556,47.477777777777774,-106.23023986816406,23,285,13,0,-106.23023986816406,1,16.40827941894532,13,-106.23023986816406
4,-121.76805555555556,47.47805555555555,-106.2883529663086,23,285,13,0,-106.2883529663086,1,16.350173950195312,13,-106.2883529663086
4,-121.76805555555556,47.47833333333333,-106.58425903320312,23,285,13,0,-106.58425903320312,1,16.05426025390626,13,-106.58425903320312
4,-121.76805555555556,47.47861111111111,-107.11571502685547,23,285,13,0,-107.11571502685547,1,15.522811889648427,13,-107.11571502685547
4,-121.76805555555556,47.47888888888889,-107.67554473876953,23,285,13,0,-107.67554473876953,1,14.962982177734379,13,-107.67554473876953
4,-121.76805555555556,47.479166666666664,-108.05300903320312,23,285,13,0,-108.05300903320312,1,14.585510253906264,13,-108.05300903320312
4,-121.76805555555556,47.47944444444444,-107.8439712524414,23,285,13,0,-107.8439712524414,1,14.794555664062496,13,-107.8439712524414
4,-121.76805555555556,47.47972222222222,-107.6738510131836,23,285,13,0,-107.6738510131836,1,14.964675903320312,13,-107.6738510131836
4,-121.76805555555556,47.48,-107.73065948486328,23,285,13,0,-107.73065948486328,1,14.907867431640618,13,-107.73065948486328
4,-121.76805555555556,47.48027777777777,-107.99995422363281,23,285,13,0,-107.99995422363281,1,14.63856506347657,13,-107.99995422363281
4,-121.76805555555556,47.480555555555554,-108.28543853759766,23,285,13,0,-108.28543853759766,1,14.353088378906254,13,-108.28543853759766
4,-121.76777777777778,47.473055555555554,-111.95783233642578,23,285,13,0,-111.95783233642578,1,10.680694580078125,13,-111.95783233642578
4,-121.76777777777778,47.47333333333333,-111.3094253540039,23,285,13,0,-111.3094253540039,1,11.329101562500004,13,-111.3094253540039
4,-121.76777777777778,47.47361111111111,-110.8719482421875,23,285,13,0,-110.8719482421875,1,11.766571044921879,13,-110.8719482421875
4,-121.76777777777778,47.47388888888889,-110.45026397705078,23,285,13,0,-110.45026397705078,1,12.188262939453125,13,-110.45026397705078
4,-121.76777777777778,47.47416666666666,-110.46997833251953,23,285,13,0,-110.46997833251953,1,12.168548583984364,13,-110.46997833251953
4,-121.76777777777778,47.474444444444444,-110.52879333496094,23,285,13,0,-110.52879333496094,1,12.109725952148445,13,-110.52879333496094
4,-121.76777777777778,47.47472222222222,-110.40390014648438,23,285,13,0,-110.40390014648438,1,12.234619140625007,13,-110.40390014648438
4,-121.76777777777778,47.474999999999994,-110.08355712890625,23,285,13,0,-110.08355712890625,1,12.554962158203136,13,-110.08355712890625
4,-121.76777777777778,47.47527777777778,-109.56206512451172,23,285,13,0,-109.56206512451172,1,13.076461791992191,13,-109.56206512451172
4,-121.76777777777778,47.47555555555555,-109.06742858886719,23,285,13,0,-109.06742858886719,1,13.571090698242188,13,-109.06742858886719
4,-121.76777777777778,47.47583333333333,-107.92851257324219,23,285,13,0,-107.92851257324219,1,14.710006713867188,13,-107.92851257324219
4,-121.76777777777778,47.47611111111111,-106.84260559082031,23,285,13,0,-106.84260559082031,1,15.795913696289077,13,-106.84260559082031
4,-121.76777777777778,47.476388888888884,-106.2390365600586,23,285,13,0,-106.2390365600586,1,16.399490356445305,13,-106.2390365600586
4,-121.76777777777778,47.47666666666667,-105.89130401611328,23,285,13,0,-105.89130401611328,1,16.74722290039062,13,-105.89130401611328
4,-121.76777777777778,47.47694444444444,-106.00929260253906,23,285,13,0,-106.00929260253906,1,16.62922668457032,13,-106.00929260253906
4,-121.76777777777778,47.47722222222222,-105.74331665039062,23,285,13,0,-105.74331665039062,1,16.895202636718754,13,-105.74331665039062
4,-121.76777777777778,47.4775,-105.9422836303711,23,285,13,0,-105.9422836303711,1,16.696243286132812,13,-105.9422836303711
4,-121.76777777777778,47.477777777777774,-105.9685287475586,23,285,13,0,-105.9685287475586,1,16.669998168945312,13,-105.9685287475586
4,-121.76777777777778,47.47805555555555,-105.82353973388672,23,285,13,0,-105.82353973388672,1,16.81498718261718,13,-105.82353973388672
4,-121.76777777777778,47.47833333333333,-106.13371276855469,23,285,13,0,-106.13371276855469,1,16.50480651855469,13,-106.13371276855469
4,-121.76777777777778,47.47861111111111,-106.68582916259766,23,285,13,0,-106.68582916259766,1,15.952697753906246,13,-106.68582916259766
4,-121.76777777777778,47.47888888888889,-107.26782989501953,23,285,13,0,-107.26782989501953,1,15.370697021484379,13,-107.26782989501953
4,-121.76777777777778,47.479166666666664,-107.66397094726562,23,285,13,0,-107.66397094726562,1,14.97454833984376,13,-107.66397094726562
4,-121.76777777777778,47.47944444444444,-107.46147155761719,23,285,13,0,-107.46147155761719,1,15.177047729492195,13,-107.46147155761719
4,-121.76777777777778,47.47972222222222,-107.49919128417969,23,285,13,0,-107.49919128417969,1,15.139328002929702,13,-107.49919128417969
4,-121.76777777777778,47.48,-107.56527709960938,23,285,13,0,-107.56527709960938,1,15.0732421875,13,-107.56527709960938
4,-121.76777777777778,47.48027777777777,-107.84950256347656,23,285,13,0,-107.84950256347656,1,14.78901672363282,13,-107.84950256347656
4,-121.76777777777778,47.480555555555554,-108.15005493164062,23,285,13,0,-108.15005493164062,1,14.488464355468764,13,-108.15005493164062
4,-121.76777777777778,47.48083333333333,-108.46468353271484,23,285,13,0,-108.46468353271484,1,14.173843383789055,13,-108.46468353271484
4,-121.7675,47.47277777777777,-112.01815795898438,23,285,13,0,-112.01815795898438,1,10.620361328125014,13,-112.01815795898438
4,-121.7675,47.473055555555554,-111.53324890136719,23,285,13,0,-111.53324890136719,1,11.105270385742188,13,-111.53324890136719
4,-121.7675,47.47333333333333,-110.85591888427734,23,285,13,0,-110.85591888427734,1,11.782608032226562,13,-110.85591888427734
4,-121.7675,47.47361111111111,-110.39202117919922,23,285,13,0,-110.39202117919922,1,12.24650573730468,13,-110.39202117919922
4,-121.7675,47.47388888888889,-109.94422149658203,23,285,13,0,-109.94422149658203,1,12.694305419921879,13,-109.94422149658203
4,-121.7675,47.47416666666666,-109.9446029663086,23,285,13,0,-109.9446029663086,1,12.693923950195316,13,-109.9446029663086
4,-121.7675,47.474444444444444,-109.98592376708984,23,285,13,0,-109.98592376708984,1,12.652603149414059,13,-109.98592376708984
4,-121.7675,47.47472222222222,-109.61502838134766,23,285,13,0,-109.61502838134766,1,13.02349853515624,13,-109.61502838134766
4,-121.7675,47.474999999999994,-109.04261779785156,23,285,13,0,-109.04261779785156,1,13.595901489257827,13,-109.04261779785156
4,-121.7675,47.47527777777778,-108.7247314453125,23,285,13,0,-108.7247314453125,1,13.913787841796879,13,-108.7247314453125
4,-121.7675,47.47555555555555,-108.20816802978516,23,285,13,0,-108.20816802978516,1,14.43035888671874,13,-108.20816802978516
4,-121.7675,47.47583333333333,-107.26908111572266,23,285,13,0,-107.26908111572266,1,15.369445800781243,13,-107.26908111572266
4,-121.7675,47.47611111111111,-106.37655639648438,23,285,13,0,-106.37655639648438,1,16.261962890625004,13,-106.37655639648438
4,-121.7675,47.476388888888884,-105.75353240966797,23,285,13,0,-105.75353240966797,1,16.884994506835938,13,-105.75353240966797
4,-121.7675,47.47666666666667,-105.61198425292969,23,285,13,0,-105.61198425292969,1,17.0265350341797,13,-105.61198425292969
4,-121.7675,47.47694444444444,-105.296630859375,23,285,13,0,-105.296630859375,1,17.341888427734382,13,-105.296630859375
4,-121.7675,47.47722222222222,-105.24303436279297,23,285,13,0,-105.24303436279297,1,17.395492553710934,13,-105.24303436279297
4,-121.7675,47.4775,-105.44977569580078,23,285,13,0,-105.44977569580078,1,17.188751220703118,13,-105.44977569580078
4,-121.7675,47.477777777777774,-105.69913482666016,23,285,13,0,-105.69913482666016,1,16.93939208984375,13,-105.69913482666016
4,-121.7675,47.47805555555555,-105.55445861816406,23,285,13,0,-105.55445861816406,1,17.084060668945327,13,-105.55445861816406
4,-121.7675,47.47833333333333,-105.45354461669922,23,285,13,0,-105.45354461669922,1,17.184982299804688,13,-105.45354461669922
4,-121.7675,47.47861111111111,-106.02628326416016,23,285,13,0,-106.02628326416016,1,16.61224365234375,13,-106.02628326416016
4,-121.7675,47.47888888888889,-106.84626007080078,23,285,13,0,-106.84626007080078,1,15.792266845703118,13,-106.84626007080078
4,-121.7675,47.479166666666664,-107.26265716552734,23,285,13,0,-107.26265716552734,1,15.375869750976552,13,-107.26265716552734
4,-121.7675,47.47944444444444,-107.06783294677734,23,285,13,0,-107.06783294677734,1,15.570693969726559,13,-107.06783294677734
4,-121.7675,47.47972222222222,-107.11925506591797,23,285,13,0,-107.11925506591797,1,15.519271850585934,13,-107.11925506591797
4,-121.7675,47.48,-107.40045166015625,23,285,13,0,-107.40045166015625,1,15.238067626953136,13,-107.40045166015625
4,-121.7675,47.48027777777777,-107.70064544677734,23,285,13,0,-107.70064544677734,1,14.937881469726566,13,-107.70064544677734
4,-121.7675,47.480555555555554,-108.01725769042969,23,285,13,0,-108.01725769042969,1,14.621261596679691,13,-108.01725769042969
4,-121.7675,47.48083333333333,-108.15750885009766,23,285,13,0,-108.15750885009766,1,14.48101806640624,13,-108.15750885009766
4,-121.7675,47.481111111111105,-108.50336456298828,23,285,13,0,-108.50336456298828,1,14.135162353515618,13,-108.50336456298828
4,-121.76722222222223,47.4725,-111.94264221191406,23,285,13,0,-111.94264221191406,1,10.695877075195312,13,-111.94264221191406
4,-121.76722222222223,47.47277777777777,-111.8152847290039,23,285,13,0,-111.8152847290039,1,10.823242187499993,13,-111.8152847290039
4,-121.76722222222223,47.473055555555554,-111.30615997314453,23,285,13,0,-111.30615997314453,1,11.332366943359364,13,-111.30615997314453
4,-121.76722222222223,47.47333333333333,-110.1895523071289,23,285,13,0,-110.1895523071289,1,12.448974609374996,13,-110.1895523071289
4,-121.76722222222223,47.47361111111111,-109.69342803955078,23,285,13,0,-109.69342803955078,1,12.945098876953125,13,-109.69342803955078
4,-121.76722222222223,47.47388888888889,-109.42556762695312,23,285,13,0,-109.42556762695312,1,13.212951660156254,13,-109.42556762695312
4,-121.76722222222223,47.47416666666666,-109.40434265136719,23,285,13,0,-109.40434265136719,1,13.234176635742188,13,-109.40434265136719
4,-121.76722222222223,47.474444444444444,-109.65327453613281,23,285,13,0,-109.65327453613281,1,12.985244750976577,13,-109.65327453613281
4,-121.76722222222223,47.47472222222222,-109.0299301147461,23,285,13,0,-109.0299301147461,1,13.608596801757802,13,-109.0299301147461
4,-121.76722222222223,47.474999999999994,-108.2001953125,23,285,13,0,-108.2001953125,1,14.438323974609375,13,-108.2001953125
4,-121.76722222222223,47.47527777777778,-107.62735748291016,23,285,13,0,-107.62735748291016,1,15.011169433593743,13,-107.62735748291016
4,-121.76722222222223,47.47555555555555,-107.3175277709961,23,285,13,0,-107.3175277709961,1,15.320999145507805,13,-107.3175277709961
4,-121.76722222222223,47.47583333333333,-106.58260345458984,23,285,13,0,-106.58260345458984,1,16.05592346191406,13,-106.58260345458984
4,-121.76722222222223,47.47611111111111,-105.89085388183594,23,285,13,0,-105.89085388183594,1,16.747665405273438,13,-105.89085388183594
4,-121.76722222222223,47.476388888888884,-105.47138977050781,23,285,13,0,-105.47138977050781,1,17.167129516601562,13,-105.47138977050781
4,-121.76722222222223,47.47666666666667,-105.09858703613281,23,285,13,0,-105.09858703613281,1,17.539932250976573,13,-105.09858703613281
4,-121.76722222222223,47.47694444444444,-104.33540344238281,23,285,13,0,-104.33540344238281,1,18.30311584472657,13,-104.33540344238281
4,-121.76722222222223,47.47722222222222,-104.28239440917969,23,285,13,0,-104.28239440917969,1,18.356124877929698,13,-104.28239440917969
4,-121.76722222222223,47.4775,-104.93600463867188,23,285,13,0,-104.93600463867188,1,17.70251464843751,13,-104.93600463867188
4,-121.76722222222223,47.477777777777774,-105.19695281982422,23,285,13,0,-105.19695281982422,1,17.441574096679684,13,-105.19695281982422
4,-121.76722222222223,47.47805555555555,-105.0564956665039,23,285,13,0,-105.0564956665039,1,17.582031249999996,13,-105.0564956665039
4,-121.76722222222223,47.47833333333333,-104.96280670166016,23,285,13,0,-104.96280670166016,1,17.675720214843746,13,-104.96280670166016
4,-121.76722222222223,47.47861111111111,-105.55948638916016,23,285,13,0,-105.55948638916016,1,17.079040527343743,13,-105.55948638916016
4,-121.76722222222223,47.47888888888889,-106.18990325927734,23,285,13,0,-106.18990325927734,1,16.448623657226555,13,-106.18990325927734
4,-121.76722222222223,47.479166666666664,-106.41204833984375,23,285,13,0,-106.41204833984375,1,16.226470947265632,13,-106.41204833984375
4,-121.76722222222223,47.47944444444444,-106.45016479492188,23,285,13,0,-106.45016479492188,1,16.1883544921875,13,-106.45016479492188
4,-121.76722222222223,47.47972222222222,-106.9385757446289,23,285,13,0,-106.9385757446289,1,15.699951171874993,13,-106.9385757446289
4,-121.76722222222223,47.48,-107.23664855957031,23,285,13,0,-107.23664855957031,1,15.401870727539073,13,-107.23664855957031
4,-121.76722222222223,47.48027777777777,-107.5539321899414,23,285,13,0,-107.5539321899414,1,15.084594726562504,13,-107.5539321899414
4,-121.76722222222223,47.480555555555554,-107.68888092041016,23,285,13,0,-107.68888092041016,1,14.94964599609375,13,-107.68888092041016
4,-121.76722222222223,47.48083333333333,-108.23524475097656,23,285,13,0,-108.23524475097656,1,14.40327453613282,13,-108.23524475097656
4,-121.76722222222223,47.481111111111105,-108.59437561035156,23,285,13,0,-108.59437561035156,1,14.044143676757823,13,-108.59437561035156
4,-121.76722222222223,47.48138888888889,-108.77522277832031,23,285,13,0,-108.77522277832031,1,13.863296508789062,13,-108.77522277832031
