cell_id,cell_id,avg_rsrp,lon,lat,cell_el_deg
cell_3_0,cell_3_0,-173.39244661731394,-74.05945219576488,40.791900943345695,12.0
cell_10_0,cell_10_0,-134.16036750388986,-74.03964259812531,40.76078784906647,12.0
cell_8_0,cell_8_0,-148.0963194893694,-74.04127611281622,40.75280255949932,12.0
cell_9_0,cell_9_0,-175.4653870566466,-74.07271629222333,40.78745112412966,12.0
cell_8_0,cell_8_0,-164.44330541982413,-74.02849220411896,40.74245479672305,12.0
cell_10_0,cell_10_0,-153.12432014619765,-74.03283750233632,40.7519625380063,12.0
cell_9_0,cell_9_0,-159.0778095644069,-74.03800141895067,40.77730102537794,12.0
cell_9_0,cell_9_0,-172.00576789244857,-74.0592599153152,40.78755123497312,12.0
cell_9_0,cell_9_0,-157.97117385347775,-74.0425644649938,40.77577556353775,12.0
cell_10_0,cell_10_0,-144.02423142004176,-74.03300582058529,40.760891272518435,12.0
cell_10_0,cell_10_0,-137.23354329300366,-74.03938987424482,40.75622424608619,12.0
cell_9_0,cell_9_0,-158.16676300856517,-74.03775021678914,40.77662262894494,12.0
cell_8_0,cell_8_0,-163.7670715657145,-74.02872139449843,40.74376244397225,12.0
cell_8_0,cell_8_0,-160.94272588802113,-74.03260389890747,40.74392282452112,12.0
cell_9_0,cell_9_0,-175.61114824235662,-74.07036456462684,40.78993748897231,12.0
cell_9_0,cell_9_0,-162.18654044632208,-74.05602395640238,40.76872309623964,12.0
cell_8_0,cell_8_0,-153.50888717354337,-74.03732113729832,40.74941012792522,12.0
cell_9_0,cell_9_0,-175.55217267889103,-74.069279258853,40.790563191795464,12.0
cell_10_0,cell_10_0,-131.97936938929456,-74.03547954345467,40.75879361610202,12.0
cell_9_0,cell_9_0,-167.43945369544863,-74.06243882362563,40.773090539408976,12.0
cell_3_0,cell_3_0,-177.24040796606687,-74.07208448398809,40.79619613371369,12.0
cell_9_0,cell_9_0,-170.41238499431188,-74.05832009830617,40.78462764478916,12.0
cell_9_0,cell_9_0,-131.56975140265513,-74.03514431692082,40.76635474630462,12.0
cell_9_0,cell_9_0,-160.68448184235928,-74.05288112883669,40.77139427199692,12.0
cell_10_0,cell_10_0,-148.11187697758126,-74.03996735335625,40.75330597047616,12.0
cell_10_0,cell_10_0,-159.07962575680122,-74.0299553697466,40.748830981345726,12.0
cell_10_0,cell_10_0,-160.5668345600669,-74.03134121193459,40.74692936546847,12.0
cell_9_0,cell_9_0,-175.67754601426338,-74.0710562403662,40.78961291651898,12.0
cell_10_0,cell_10_0,-151.1424494905242,-74.02977950522505,40.75583925116257,12.0
cell_9_0,cell_9_0,-141.01663113342357,-74.03791918838219,40.76912394543003,12.0
cell_9_0,cell_9_0,-166.21528440983053,-74.0571979405633,40.776938861434495,12.0
cell_10_0,cell_10_0,-147.15607998717712,-74.03329533612637,40.75488884123984,12.0
cell_9_0,cell_9_0,-163.0224107790052,-74.05720617499138,40.768418578640976,12.0
cell_3_0,cell_3_0,-170.64370915801157,-74.05107871080234,40.78905399395551,12.0
cell_9_0,cell_9_0,-175.86309770664306,-74.07062641529693,40.79056613419782,12.0
cell_3_0,cell_3_0,-168.3972921240508,-74.04443841181639,40.78726611872464,12.0
cell_10_0,cell_10_0,-135.89124772479266,-74.0361501105875,40.75674313278238,12.0
cell_8_0,cell_8_0,-162.02899013947348,-74.03018098675702,40.745675201009924,12.0
cell_10_0,cell_10_0,-144.97170617353487,-74.04421832720831,40.75884794959605,12.0
cell_10_0,cell_10_0,-147.87121396077094,-74.0312599924655,40.761036514318796,12.0
cell_8_0,cell_8_0,-162.29315002837632,-74.03152574645503,40.74286227707674,12.0
cell_8_0,cell_8_0,-157.95511720904673,-74.03406023995421,40.74755014891396,12.0
cell_10_0,cell_10_0,-143.4334543778882,-74.04025728060063,40.75497349469599,12.0
cell_9_0,cell_9_0,-174.96688909099495,-74.06419612380495,40.79213994333213,12.0
cell_9_0,cell_9_0,-172.57394927538581,-74.06937184736773,40.780750433199,12.0
cell_9_0,cell_9_0,-159.59132688120644,-74.04507452721342,40.77625510454175,12.0
cell_9_0,cell_9_0,-159.71890808893136,-74.05352233076117,40.76700891905523,12.0
cell_9_0,cell_9_0,-150.90506858461328,-74.0356663135258,40.772287278165784,12.0
cell_9_0,cell_9_0,-155.8875426962794,-74.0500309150832,40.76557608651662,12.0
cell_9_0,cell_9_0,-160.62405434937517,-74.03429971068454,40.778344462147246,12.0
cell_10_0,cell_10_0,-152.50090691998992,-74.02929214463303,40.75513391404886,12.0
cell_9_0,cell_9_0,-176.1663494267944,-74.07435356496862,40.788509218525924,12.0
cell_9_0,cell_9_0,-158.26519102268725,-74.0512000338014,40.769519404008626,12.0
cell_9_0,cell_9_0,-165.027335009916,-74.04847926643409,40.7807995967689,12.0
cell_3_0,cell_3_0,-173.87314581163338,-74.06142500429306,40.794096193742284,12.0
cell_9_0,cell_9_0,-166.82334510570098,-74.05687889355843,40.77844613662763,12.0
cell_8_0,cell_8_0,-164.38942020658914,-74.02968555670272,40.74104696615988,12.0
cell_10_0,cell_10_0,-155.48631883446362,-74.03514376518375,40.74983209321065,12.0
cell_9_0,cell_9_0,-152.89742487510875,-74.04336585037132,40.771977179779434,12.0
cell_10_0,cell_10_0,-147.8672974050757,-74.04516885245128,40.76050780294805,12.0
cell_10_0,cell_10_0,-149.53161732040542,-74.03065993513407,40.75606991067139,12.0
cell_10_0,cell_10_0,-158.14595758732898,-74.02980843488908,40.74973879544028,12.0
cell_9_0,cell_9_0,-143.7114518319903,-74.03736832348199,40.76983503698828,12.0
cell_9_0,cell_9_0,-172.81818226384863,-74.06315708706333,40.7870718367982,12.0
cell_3_0,cell_3_0,-173.68095803456072,-74.06142839614844,40.79693859049636,12.0
cell_10_0,cell_10_0,-153.9910452553068,-74.04832733759208,40.76207634689119,12.0
cell_9_0,cell_9_0,-141.67622985752413,-74.04192102679487,40.763964529738395,12.0
cell_10_0,cell_10_0,-130.6974585631346,-74.03750074083769,40.76059603674711,12.0
cell_9_0,cell_9_0,-167.1938803732159,-74.05903791975267,40.7771520994655,12.0
cell_9_0,cell_9_0,-162.45764255317974,-74.04704648180096,40.778310196529326,12.0
cell_10_0,cell_10_0,-148.19901029417048,-74.04544427123224,40.76022234926041,12.0
cell_9_0,cell_9_0,-165.36992426891283,-74.02612264024962,40.78112164210205,12.0
cell_10_0,cell_10_0,-142.92653310143396,-74.04336269605248,40.758120425583996,12.0
cell_10_0,cell_10_0,-146.96708300513671,-74.03642678218179,40.753691245247424,12.0
cell_9_0,cell_9_0,-154.8119976436951,-74.04608577479588,40.77156253069871,12.0
cell_9_0,cell_9_0,-161.4252942522661,-74.04990388644282,40.77551499656247,12.0
cell_8_0,cell_8_0,-162.42690568957693,-74.03102773621737,40.74326743241924,12.0
cell_10_0,cell_10_0,-145.99357980188006,-74.03510669610472,40.754410975715885,12.0
cell_10_0,cell_10_0,-150.7960828795327,-74.0313419377163,40.754329077781954,12.0
cell_8_0,cell_8_0,-160.99295401644056,-74.03227594171757,40.744304866928125,12.0
cell_10_0,cell_10_0,-138.1636142091325,-74.03629438630495,40.761473967911535,12.0
cell_3_0,cell_3_0,-170.2706517549259,-74.0521919899238,40.79301228220606,12.0
cell_8_0,cell_8_0,-162.47746798774475,-74.03124376496575,40.74287654324738,12.0
cell_8_0,cell_8_0,-162.99382870432004,-74.03083374413795,40.742404811779,12.0
cell_10_0,cell_10_0,-154.57614811247765,-74.03030464668649,40.7523881429579,12.0
cell_9_0,cell_9_0,-150.30680323383768,-74.02888852678096,40.76674595407267,12.0
cell_3_0,cell_3_0,-170.89145955878712,-74.05382441550675,40.79367818687015,12.0
cell_3_0,cell_3_0,-167.9682026663075,-74.04505875598747,40.78910533671076,12.0
cell_10_0,cell_10_0,-132.72369693873867,-74.0357599772222,40.759929627806024,12.0
cell_10_0,cell_10_0,-158.9515373585635,-74.03061312340623,40.74865346546521,12.0
cell_9_0,cell_9_0,-174.0211667680218,-74.07208610444418,40.782825983143255,12.0
cell_10_0,cell_10_0,-136.91450361932223,-74.0373797988748,40.75615500646087,12.0
cell_9_0,cell_9_0,-164.42650913512654,-74.02643887059553,40.780028887001215,12.0
cell_3_0,cell_3_0,-167.51312222763127,-74.04180414975224,40.78668057055701,12.0
cell_10_0,cell_10_0,-147.57849229001243,-74.0350132690178,40.75383821754743,12.0
cell_9_0,cell_9_0,-157.9279372244932,-74.04984800583433,40.77108874364047,12.0
cell_10_0,cell_10_0,-144.33744927909885,-74.0329330405119,40.76098023594633,12.0
cell_3_0,cell_3_0,-176.75787860575923,-74.07064116668808,40.79790701853488,12.0
cell_9_0,cell_9_0,-154.56000274895462,-74.03680514634115,40.77427383173962,12.0
cell_9_0,cell_9_0,-163.10415090572127,-74.04691022168048,40.77909412077846,12.0
cell_3_0,cell_3_0,-171.70690617329623,-74.05607066103397,40.79488756890161,12.0
cell_10_0,cell_10_0,-162.74244037808114,-74.02932752909331,40.74543866171153,12.0
cell_10_0,cell_10_0,-140.67127889917896,-74.04259034709315,40.758052326997216,12.0
cell_10_0,cell_10_0,-152.37911018121912,-74.04768059194652,40.76092281817782,12.0
cell_10_0,cell_10_0,-141.10871041307888,-74.03487488692748,40.75617953486817,12.0
cell_3_0,cell_3_0,-165.99615841448565,-74.03373401945935,40.78395233006872,12.0
cell_9_0,cell_9_0,-151.33669535834215,-74.04609872047982,40.76291628750807,12.0
cell_9_0,cell_9_0,-140.83303637429037,-74.04190434166213,40.76664077755602,12.0
cell_9_0,cell_9_0,-167.02611337409473,-74.03907827976568,40.78533968324599,12.0
cell_9_0,cell_9_0,-127.51504688974012,-74.03554854222769,40.76584357736029,12.0
cell_10_0,cell_10_0,-150.78780289565577,-74.02939100273106,40.757111271369375,12.0
cell_9_0,cell_9_0,-161.31404502784912,-74.03242059066164,40.778624701339226,12.0
cell_9_0,cell_9_0,-167.9735698426979,-74.05768770597757,40.78005635718415,12.0
cell_9_0,cell_9_0,-172.26879722646328,-74.06099505992736,40.78712675270656,12.0
cell_8_0,cell_8_0,-161.5141504928065,-74.03253348058675,40.74300114224043,12.0
cell_10_0,cell_10_0,-154.98969329286354,-74.0332769191803,40.75063102573668,12.0
cell_8_0,cell_8_0,-165.55140565197993,-74.02909931296517,40.73938726349583,12.0
cell_10_0,cell_10_0,-143.38793230979948,-74.04246732172287,40.76138559206426,12.0
cell_9_0,cell_9_0,-155.30467766983352,-74.03039083045785,40.77300133414359,12.0
cell_9_0,cell_9_0,-168.92512358674364,-74.06029608773129,40.77987942387539,12.0
cell_3_0,cell_3_0,-176.38830340209142,-74.06950970422145,40.79952287389706,12.0
cell_10_0,cell_10_0,-148.13910802722756,-74.03066446182264,40.75988841031807,12.0
cell_9_0,cell_9_0,-161.28201330409343,-74.05211240818971,40.77338647728323,12.0
cell_3_0,cell_3_0,-175.82571335081047,-74.06758912321715,40.79686157192986,12.0
cell_10_0,cell_10_0,-143.9545430745726,-74.0371728608431,40.75454737443151,12.0
cell_10_0,cell_10_0,-153.6770171735223,-74.035170202563,40.750902979361435,12.0
cell_3_0,cell_3_0,-177.86876659409802,-74.07437042442263,40.797342026728586,12.0
cell_10_0,cell_10_0,-131.83565471387212,-74.03633860855903,40.757394652787795,12.0
cell_10_0,cell_10_0,-146.6465167546435,-74.03203047235864,40.7612518581292,12.0
cell_10_0,cell_10_0,-152.93785072633483,-74.03105142834079,40.753080602549474,12.0
cell_8_0,cell_8_0,-150.98700107627678,-74.03902754820702,40.75137655278823,12.0
cell_8_0,cell_8_0,-151.0309822319386,-74.03898530531315,40.751302540309595,12.0
cell_3_0,cell_3_0,-166.1676361807533,-74.03844231537119,40.78646912470255,12.0
cell_9_0,cell_9_0,-163.50441075062017,-74.02861825025775,40.779783084196715,12.0
cell_10_0,cell_10_0,-148.7203432681015,-74.03999337997828,40.753070371593914,12.0
cell_3_0,cell_3_0,-170.18637118072502,-74.05206614000598,40.79317306471978,12.0
cell_9_0,cell_9_0,-170.81089438793248,-74.0569393328541,40.786261167876226,12.0
cell_10_0,cell_10_0,-131.5831507780979,-74.04029679744889,40.75788496333365,12.0
cell_9_0,cell_9_0,-146.92851889233515,-74.04399691857832,40.76372610497499,12.0
cell_4_0,cell_4_0,-175.8444083854834,-73.98618545620513,40.823666949585956,12.0
cell_4_0,cell_4_0,-157.1354481899789,-73.99206970198142,40.78721054851983,12.0
cell_4_0,cell_4_0,-158.799771360438,-73.99034844710081,40.78726637917461,12.0
cell_4_0,cell_4_0,-156.01845373385297,-73.99200333985529,40.7912637642207,12.0
cell_4_0,cell_4_0,-144.8197010035767,-73.99965512706882,40.788586390482436,12.0
cell_3_0,cell_3_0,-168.78086177933585,-73.9989773149843,40.81447055584538,12.0
cell_4_0,cell_4_0,-151.13473917396075,-73.99832140550676,40.78612966410463,12.0
cell_4_0,cell_4_0,-175.70306729951102,-73.97586591779942,40.81861518095101,12.0
cell_4_0,cell_4_0,-173.57432382146007,-73.97316608423208,40.810132186334215,12.0
cell_4_0,cell_4_0,-148.48376083426007,-74.0057244058566,40.78535858181442,12.0
cell_4_0,cell_4_0,-156.13031822882132,-73.9972937696795,40.79904929508573,12.0
cell_4_0,cell_4_0,-164.6377804058351,-74.00530705170404,40.7742282612726,12.0
cell_4_0,cell_4_0,-174.35431606828942,-73.98030224023917,40.817409558446926,12.0
cell_2_0,cell_2_0,-166.9317288558741,-73.99871090154247,40.77101612660467,12.0
cell_3_0,cell_3_0,-155.12010274865446,-74.00925371022579,40.80130199895472,12.0
cell_4_0,cell_4_0,-167.63561207223347,-73.98780016570855,40.7749726339852,12.0
cell_4_0,cell_4_0,-159.95657675079576,-73.98850432780624,40.78897900985282,12.0
cell_4_0,cell_4_0,-144.6040824759779,-73.99965645110406,40.79361219977334,12.0
cell_4_0,cell_4_0,-143.9365324364835,-74.00592059520362,40.7953944968983,12.0
cell_4_0,cell_4_0,-147.40764015840892,-74.00688227002001,40.796349886728585,12.0
cell_4_0,cell_4_0,-158.9223125446428,-73.99751879204763,40.801439848135004,12.0
cell_4_0,cell_4_0,-169.81637398418843,-73.97854559754226,40.804393042727135,12.0
cell_4_0,cell_4_0,-166.38244169956482,-73.97969244816608,40.7927838280664,12.0
cell_3_0,cell_3_0,-164.88538569086654,-74.003857786489,40.81105592017313,12.0
cell_4_0,cell_4_0,-161.8769416706392,-73.98615990132743,40.79278062995573,12.0
cell_4_0,cell_4_0,-152.79276891855494,-74.01491478502615,40.79049845742236,12.0
cell_4_0,cell_4_0,-162.8305720084079,-74.01643070712271,40.779029258850706,12.0
cell_4_0,cell_4_0,-153.3781784963516,-74.01453686451649,40.78805680828103,12.0
cell_4_0,cell_4_0,-162.63915326471204,-73.99012035247273,40.80109855194043,12.0
cell_4_0,cell_4_0,-175.95855018071768,-73.97516275406555,40.81895078375131,12.0
cell_4_0,cell_4_0,-158.97832723655614,-73.98952012820287,40.79323110339388,12.0
cell_4_0,cell_4_0,-169.95794914772733,-73.97571088440203,40.80096902920262,12.0
cell_4_0,cell_4_0,-174.3647722155814,-73.98431047284308,40.819324984828825,12.0
cell_4_0,cell_4_0,-170.01623434795087,-73.97738895400451,40.803601537066974,12.0
cell_4_0,cell_4_0,-167.67709991534198,-73.99475529199795,40.77188978361767,12.0
cell_4_0,cell_4_0,-163.849037548853,-74.01753170720269,40.77835118464031,12.0
cell_4_0,cell_4_0,-177.2929279042948,-73.97482248619852,40.82286005649727,12.0
cell_4_0,cell_4_0,-161.3606705061489,-73.99956691892534,40.80424572739076,12.0
cell_4_0,cell_4_0,-162.59354348515694,-73.98535430043275,40.793364752867305,12.0
cell_2_0,cell_2_0,-169.17019433953828,-73.99124623006581,40.76669867105845,12.0
cell_4_0,cell_4_0,-175.2976167702632,-73.98471360678016,40.82177489897051,12.0
cell_6_0,cell_6_0,-169.3558538269034,-73.9896255191872,40.77022849975033,12.0
cell_4_0,cell_4_0,-163.68126032106815,-74.00166574582194,40.806894154420156,12.0
cell_4_0,cell_4_0,-158.19861909660668,-73.99287813375044,40.784604168427016,12.0
cell_4_0,cell_4_0,-155.07547466046356,-73.99305228652268,40.79312504447955,12.0
cell_4_0,cell_4_0,-169.1238583374886,-73.98683550725197,40.80945638875733,12.0
cell_4_0,cell_4_0,-164.1222633623945,-74.00872989841064,40.77507486009171,12.0
cell_4_0,cell_4_0,-160.93124620882747,-73.99255139345122,40.80073144401199,12.0
cell_3_0,cell_3_0,-175.23965494963358,-73.98895843230667,40.82360520272356,12.0
cell_4_0,cell_4_0,-158.10359006505166,-73.99487577649909,40.79929318029254,12.0
cell_4_0,cell_4_0,-176.36333839426106,-73.98208244385764,40.82354218876098,12.0
cell_4_0,cell_4_0,-165.424135876835,-73.98197272781881,40.795877378014886,12.0
cell_4_0,cell_4_0,-150.9579567458801,-74.01289748938284,40.788190810691916,12.0
cell_4_0,cell_4_0,-169.85753485544947,-73.99542229527205,40.81397764163454,12.0
cell_4_0,cell_4_0,-153.4025504913206,-74.01488149944079,40.788735640913885,12.0
cell_4_0,cell_4_0,-156.9221708462943,-74.01626474030402,40.78594927794526,12.0
cell_4_0,cell_4_0,-148.93577239720076,-73.99952990754637,40.78656686871979,12.0
cell_4_0,cell_4_0,-171.8140708518072,-73.98850925502278,40.815391906536995,12.0
cell_4_0,cell_4_0,-170.5443862488852,-73.98109994814465,40.8086215061658,12.0
cell_4_0,cell_4_0,-164.23249396151743,-74.00707242660215,40.77476635932801,12.0
cell_4_0,cell_4_0,-148.3201707575832,-73.9982854332515,40.787995786090086,12.0
cell_4_0,cell_4_0,-164.91843045694625,-73.98689640639297,40.780382972714364,12.0
cell_4_0,cell_4_0,-166.84687509033154,-73.9944742623623,40.80915029519994,12.0
cell_4_0,cell_4_0,-167.81228440627805,-73.98349484292271,40.804500952202304,12.0
cell_4_0,cell_4_0,-171.20869527648102,-73.98963024071874,40.81462915300634,12.0
cell_4_0,cell_4_0,-162.50636219304374,-73.99034984393504,40.781218572555666,12.0
cell_4_0,cell_4_0,-174.91494010229653,-73.98663143413444,40.82152125055887,12.0
cell_4_0,cell_4_0,-167.13602273678606,-73.99082548209267,40.7741803634034,12.0
cell_4_0,cell_4_0,-166.33043350689854,-73.99233957732237,40.77469815236758,12.0
cell_4_0,cell_4_0,-161.6865605701164,-73.99383292216983,40.80242482085982,12.0
cell_4_0,cell_4_0,-171.67202847930048,-73.97363717187689,40.80423664024919,12.0
cell_4_0,cell_4_0,-159.676788184568,-73.98899216868078,40.79399838884269,12.0
cell_4_0,cell_4_0,-166.290056417279,-73.98867731900341,40.80563195932548,12.0
cell_4_0,cell_4_0,-175.97097598856072,-73.96908004382712,40.81455601064662,12.0
cell_2_0,cell_2_0,-164.70408133331992,-74.00739709819769,40.773709077104485,12.0
cell_4_0,cell_4_0,-165.33379643233576,-73.98443512213692,40.782262245699144,12.0
cell_4_0,cell_4_0,-176.9350439029249,-73.97197576620425,40.8200230480909,12.0
cell_4_0,cell_4_0,-171.67421703016663,-73.97389618101516,40.804590861813395,12.0
cell_4_0,cell_4_0,-150.58446351037128,-74.01355290729562,40.790818516631305,12.0
cell_4_0,cell_4_0,-155.68670185632055,-74.01388542455052,40.784843856170156,12.0
cell_4_0,cell_4_0,-165.0370918789593,-73.9962074860791,40.80731418590015,12.0
cell_4_0,cell_4_0,-157.3870300461079,-74.0092044846651,40.78121783435051,12.0
cell_4_0,cell_4_0,-156.57600080857065,-74.00431338221121,40.781196741125534,12.0
cell_4_0,cell_4_0,-154.66717967530116,-73.99726572727042,40.78440141308031,12.0
cell_4_0,cell_4_0,-146.32742557442742,-73.99860195441408,40.78902807749319,12.0
cell_6_0,cell_6_0,-168.9641032259322,-73.98825699550648,40.76771886554367,12.0
cell_4_0,cell_4_0,-156.0253089569153,-73.99549591485234,40.79778323008245,12.0
cell_3_0,cell_3_0,-164.57912488198804,-74.00181307344555,40.80830893616353,12.0
cell_4_0,cell_4_0,-171.87698748663317,-73.97459074483517,40.80613340659288,12.0
cell_4_0,cell_4_0,-151.12364149493382,-74.00245679740743,40.78440465349491,12.0
cell_4_0,cell_4_0,-165.98661946547656,-73.98725509528528,40.778186807861935,12.0
cell_4_0,cell_4_0,-158.2951592616651,-74.01662503303166,40.784611873121655,12.0
cell_4_0,cell_4_0,-164.17319052789412,-74.01913492886949,40.77890237975667,12.0
cell_3_0,cell_3_0,-168.83982274820835,-74.00051727676305,40.81581945975184,12.0
cell_2_0,cell_2_0,-160.05143972875848,-74.00349718587489,40.761357132659725,12.0
cell_2_0,cell_2_0,-160.00831238017582,-74.02507206904548,40.74771082009292,12.0
cell_2_0,cell_2_0,-164.06010579342535,-74.00579385956542,40.74722011664535,12.0
cell_2_0,cell_2_0,-151.5958366314315,-74.01434088587428,40.75372185110772,12.0
cell_2_0,cell_2_0,-169.05323555104326,-73.98996753219373,40.75936003323332,12.0
cell_2_0,cell_2_0,-164.62368042288136,-74.02119265105377,40.74266987249426,12.0
cell_2_0,cell_2_0,-166.79790297213034,-74.02189243277881,40.74009871485148,12.0
cell_2_0,cell_2_0,-159.4397100670092,-74.01673825156443,40.77135512459483,12.0
cell_2_0,cell_2_0,-162.3218312429991,-74.00102759137668,40.7567385367776,12.0
cell_2_0,cell_2_0,-145.87794668014834,-74.02054359632969,40.76446181160462,12.0
cell_8_0,cell_8_0,-166.85583331144608,-74.02640968152211,40.73947917924928,12.0
cell_2_0,cell_2_0,-159.04750456018002,-74.01595162303298,40.770903400253026,12.0
cell_2_0,cell_2_0,-155.12265227955777,-74.01452475778417,40.7676635162706,12.0
cell_8_0,cell_8_0,-166.24624205665674,-74.02686951651667,40.7403652517817,12.0
cell_2_0,cell_2_0,-148.08124727404305,-74.01233800649695,40.759553672511544,12.0
cell_2_0,cell_2_0,-160.598361896113,-74.01213816282036,40.74796900377164,12.0
cell_2_0,cell_2_0,-149.73218514030333,-74.01290481838734,40.75601188717617,12.0
cell_2_0,cell_2_0,-167.52802595196025,-73.99283469654728,40.75889678681162,12.0
cell_2_0,cell_2_0,-164.9250902957976,-73.99953869024017,40.75175713839499,12.0
cell_2_0,cell_2_0,-158.66575773270603,-74.02087931827886,40.748152376265274,12.0
cell_2_0,cell_2_0,-159.55369234619363,-74.02417553780701,40.747887506849565,12.0
cell_2_0,cell_2_0,-167.5941741131423,-73.99715680517672,40.7482732060202,12.0
cell_2_0,cell_2_0,-146.59716976957725,-74.01371745907083,40.76180832543563,12.0
cell_2_0,cell_2_0,-160.68580587061933,-74.00485760070603,40.75312891783562,12.0
cell_2_0,cell_2_0,-169.44198043444555,-73.98921101445498,40.76038330940674,12.0
cell_2_0,cell_2_0,-155.8750709382409,-74.01319728785117,40.751493233726315,12.0
cell_2_0,cell_2_0,-156.01953065204629,-74.01178271771926,40.766965251530316,12.0
cell_8_0,cell_8_0,-166.00587754226046,-74.02671188199272,40.74114804385832,12.0
cell_2_0,cell_2_0,-156.3904534067179,-74.02471259299251,40.750427568210284,12.0
cell_9_0,cell_9_0,-154.99339669049544,-74.02629310306094,40.768583742873695,12.0
cell_2_0,cell_2_0,-155.83332217608952,-74.00895722676812,40.764232851496615,12.0
cell_2_0,cell_2_0,-164.1749053480845,-74.01840074175881,40.775949738321486,12.0
cell_2_0,cell_2_0,-157.1061589684732,-74.01112197927166,40.751644706856084,12.0
cell_2_0,cell_2_0,-161.09273465652845,-74.01350772908216,40.77207910830377,12.0
cell_2_0,cell_2_0,-142.52171309602755,-74.0216127691477,40.7558360286525,12.0
cell_2_0,cell_2_0,-141.22987502307825,-74.02279409230766,40.76243128546402,12.0
cell_9_0,cell_9_0,-164.0740201144995,-74.02090551350858,40.77600985747382,12.0
cell_2_0,cell_2_0,-159.70675663269276,-74.00761926179723,40.75156487140373,12.0
cell_2_0,cell_2_0,-157.7284371642874,-74.01056297247561,40.76768074807917,12.0
cell_2_0,cell_2_0,-166.28711218425164,-73.9955108599516,40.75554572180245,12.0
